arc_i,arc_j,capacity_00,capacity_01,capacity_02,capacity_03,capacity_05,capacity_06,capacity_07,capacity_08,capacity_09,capacity_10,capacity_11,capacity_12,capacity_13,capacity_15,capacity_18
889,888,208607304,45857848,689580234,6089033,134325510,48359213,38103439,10930806,122284603,2391278,21934255,1818694,25911357,29540502,223710120
890,891,20779243,4567871,68688656,606524,13380080,4817031,3795459,1088810,12180692,238193,2184857,181159,2581014,2942511,22283625
890,940,20779243,4567871,68688656,606524,13380080,4817031,3795459,1088810,12180692,238193,2184857,181159,2581014,2942511,22283625
891,892,20779243,4567871,68688656,606524,13380080,4817031,3795459,1088810,12180692,238193,2184857,181159,2581014,2942511,22283625
891,890,20779243,4567871,68688656,606524,13380080,4817031,3795459,1088810,12180692,238193,2184857,181159,2581014,2942511,22283625
892,891,20779243,4567871,68688656,606524,13380080,4817031,3795459,1088810,12180692,238193,2184857,181159,2581014,2942511,22283625
892,893,20779243,4567871,68688656,606524,13380080,4817031,3795459,1088810,12180692,238193,2184857,181159,2581014,2942511,22283625
893,892,20779243,4567871,68688656,606524,13380080,4817031,3795459,1088810,12180692,238193,2184857,181159,2581014,2942511,22283625
894,895,52151826,11464462,172395058,1522258,33581377,12089803,9525859,2732701,30571150,597819,5483563,454673,6477839,7385125,55927530
895,896,52151826,11464462,172395058,1522258,33581377,12089803,9525859,2732701,30571150,597819,5483563,454673,6477839,7385125,55927530
895,894,52151826,11464462,172395058,1522258,33581377,12089803,9525859,2732701,30571150,597819,5483563,454673,6477839,7385125,55927530
896,875,52151826,11464462,172395058,1522258,33581377,12089803,9525859,2732701,30571150,597819,5483563,454673,6477839,7385125,55927530
896,895,52151826,11464462,172395058,1522258,33581377,12089803,9525859,2732701,30571150,597819,5483563,454673,6477839,7385125,55927530
897,898,31372582,6896590,103706402,915733,20201297,7272772,5730400,1643890,18390458,359625,3298706,273514,3896825,4442614,33643904
898,897,31372582,6896590,103706402,915733,20201297,7272772,5730400,1643890,18390458,359625,3298706,273514,3896825,4442614,33643904
898,899,62745165,13793181,207412804,1831467,40402594,14545544,11460800,3287781,36780916,719251,6597412,547029,7793650,8885229,67287809
899,898,62745165,13793181,207412804,1831467,40402594,14545544,11460800,3287781,36780916,719251,6597412,547029,7793650,8885229,67287809
899,900,62745165,13793181,207412804,1831467,40402594,14545544,11460800,3287781,36780916,719251,6597412,547029,7793650,8885229,67287809
900,899,62745165,13793181,207412804,1831467,40402594,14545544,11460800,3287781,36780916,719251,6597412,547029,7793650,8885229,67287809
900,901,62745165,13793181,207412804,1831467,40402594,14545544,11460800,3287781,36780916,719251,6597412,547029,7793650,8885229,67287809
901,900,62745165,13793181,207412804,1831467,40402594,14545544,11460800,3287781,36780916,719251,6597412,547029,7793650,8885229,67287809
901,902,62745165,13793181,207412804,1831467,40402594,14545544,11460800,3287781,36780916,719251,6597412,547029,7793650,8885229,67287809
902,901,62745165,13793181,207412804,1831467,40402594,14545544,11460800,3287781,36780916,719251,6597412,547029,7793650,8885229,67287809
902,903,187828060,41289976,620891578,5482508,120945429,43542182,34307979,9841995,110103910,2153084,19749397,1637535,23330343,26597991,201426495
903,757,312910956,68786772,1034370351,9133550,201488265,72538820,57155159,16396209,183426905,3586918,32901383,2728041,38867035,44310754,335565180
903,902,187828060,41289976,620891578,5482508,120945429,43542182,34307979,9841995,110103910,2153084,19749397,1637535,23330343,26597991,201426495
904,905,3903441948,858088120,12903366085,113937474,2513487400,904893455,712988282,204536306,2288178999,44745401,410431901,34031256,484851089,552759351,4186044547
904,657,1924728329,423110305,6362455131,56180849,1239362713,446189309,351563764,100853766,1128266540,22063282,202377778,16780299,239072756,272557296,2064075407
904,681,2071405340,455354105,6847316233,60462201,1333810338,480191882,378355245,108539490,1214247902,23744650,217800301,18059068,257291679,293327962,2221371586
905,904,3903441948,858088120,12903366085,113937474,2513487400,904893455,712988282,204536306,2288178999,44745401,410431901,34031256,484851089,552759351,4186044547
905,906,3848030633,845907129,12720196335,112320074,2477807186,892048039,702867056,201632811,2255697151,44110217,404605615,33548165,477968384,544912655,4126621546
906,907,3840289346,844205373,12694606444,112094114,2472822451,890253459,701453061,201227176,2251159246,44021479,403791648,33480675,477006830,543816425,4118319804
906,905,3848030633,845907129,12720196335,112320074,2477807186,892048039,702867056,201632811,2255697151,44110217,404605615,33548165,477968384,544912655,4126621546
907,908,3889385401,854998089,12856900229,113527178,2504436169,901634875,710420765,203799758,2279939118,44584270,408953909,33908707,483105109,550768829,4170970330
907,906,3840289346,844205373,12694606444,112094114,2472822451,890253459,701453061,201227176,2251159246,44021479,403791648,33480675,477006830,543816425,4118319804
908,907,3889385401,854998089,12856900229,113527178,2504436169,901634875,710420765,203799758,2279939118,44584270,408953909,33908707,483105109,550768829,4170970330
908,909,3889385401,854998089,12856900229,113527178,2504436169,901634875,710420765,203799758,2279939118,44584270,408953909,33908707,483105109,550768829,4170970330
909,908,3889385401,854998089,12856900229,113527178,2504436169,901634875,710420765,203799758,2279939118,44584270,408953909,33908707,483105109,550768829,4170970330
909,910,3889385401,854998089,12856900229,113527178,2504436169,901634875,710420765,203799758,2279939118,44584270,408953909,33908707,483105109,550768829,4170970330
910,911,3889385401,854998089,12856900229,113527178,2504436169,901634875,710420765,203799758,2279939118,44584270,408953909,33908707,483105109,550768829,4170970330
910,909,3889385401,854998089,12856900229,113527178,2504436169,901634875,710420765,203799758,2279939118,44584270,408953909,33908707,483105109,550768829,4170970330
911,910,3889385401,854998089,12856900229,113527178,2504436169,901634875,710420765,203799758,2279939118,44584270,408953909,33908707,483105109,550768829,4170970330
911,912,3889385401,854998089,12856900229,113527178,2504436169,901634875,710420765,203799758,2279939118,44584270,408953909,33908707,483105109,550768829,4170970330
912,911,3889385401,854998089,12856900229,113527178,2504436169,901634875,710420765,203799758,2279939118,44584270,408953909,33908707,483105109,550768829,4170970330
912,913,3889385401,854998089,12856900229,113527178,2504436169,901634875,710420765,203799758,2279939118,44584270,408953909,33908707,483105109,550768829,4170970330
913,912,3889385401,854998089,12856900229,113527178,2504436169,901634875,710420765,203799758,2279939118,44584270,408953909,33908707,483105109,550768829,4170970330
913,914,3889385401,854998089,12856900229,113527178,2504436169,901634875,710420765,203799758,2279939118,44584270,408953909,33908707,483105109,550768829,4170970330
914,913,3889385401,854998089,12856900229,113527178,2504436169,901634875,710420765,203799758,2279939118,44584270,408953909,33908707,483105109,550768829,4170970330
914,915,3889385401,854998089,12856900229,113527178,2504436169,901634875,710420765,203799758,2279939118,44584270,408953909,33908707,483105109,550768829,4170970330
915,940,3598272278,791003103,11894585625,105029884,2316983871,834149214,657247118,188545733,2109289998,41247222,378344485,31370705,446945607,509544826,3858781109
915,914,3889385401,854998089,12856900229,113527178,2504436169,901634875,710420765,203799758,2279939118,44584270,408953909,33908707,483105109,550768829,4170970330
916,940,3844974862,845235383,12710095062,112230879,2475839528,891339652,702308900,201472692,2253905873,44075189,404284312,33521524,477588824,544479932,4123344543
916,917,4010597653,881644007,13257584057,117065239,2582486637,929734223,732560947,210151154,2350993161,45973733,421698911,34965468,498161024,567933476,4300958144
917,916,4010597653,881644007,13257584057,117065239,2582486637,929734223,732560947,210151154,2350993161,45973733,421698911,34965468,498161024,567933476,4300958144
917,918,4010597653,881644007,13257584057,117065239,2582486637,929734223,732560947,210151154,2350993161,45973733,421698911,34965468,498161024,567933476,4300958144
918,917,4010597653,881644007,13257584057,117065239,2582486637,929734223,732560947,210151154,2350993161,45973733,421698911,34965468,498161024,567933476,4300958144
918,919,4010597653,881644007,13257584057,117065239,2582486637,929734223,732560947,210151154,2350993161,45973733,421698911,34965468,498161024,567933476,4300958144
919,918,4010597653,881644007,13257584057,117065239,2582486637,929734223,732560947,210151154,2350993161,45973733,421698911,34965468,498161024,567933476,4300958144
919,920,4010597653,881644007,13257584057,117065239,2582486637,929734223,732560947,210151154,2350993161,45973733,421698911,34965468,498161024,567933476,4300958144
920,919,4010597653,881644007,13257584057,117065239,2582486637,929734223,732560947,210151154,2350993161,45973733,421698911,34965468,498161024,567933476,4300958144
920,921,3909553490,859431612,12923568631,114115863,2517422718,906310229,714104594,204856545,2291761556,44815458,411074506,34084538,485610210,553624795,4192598555
921,920,3909553490,859431612,12923568631,114115863,2517422718,906310229,714104594,204856545,2291761556,44815458,411074506,34084538,485610210,553624795,4192598555
921,922,3814824587,838607491,12610429169,111350824,2456425294,884350234,696801762,199892849,2236231926,43729574,401114127,33258666,473843823,540210407,4091011439
922,921,3814824587,838607491,12610429169,111350824,2456425294,884350234,696801762,199892849,2236231926,43729574,401114127,33258666,473843823,540210407,4091011439
922,923,3819917539,839727068,12627264624,111499482,2459704725,885530879,697732022,200159714,2239217390,43787955,401649631,33303068,474476424,540931610,4096473112
923,922,3819917539,839727068,12627264624,111499482,2459704725,885530879,697732022,200159714,2239217390,43787955,401649631,33303068,474476424,540931610,4096473112
923,924,3819917539,839727068,12627264624,111499482,2459704725,885530879,697732022,200159714,2239217390,43787955,401649631,33303068,474476424,540931610,4096473112
924,923,3819917539,839727068,12627264624,111499482,2459704725,885530879,697732022,200159714,2239217390,43787955,401649631,33303068,474476424,540931610,4096473112
924,925,3819917539,839727068,12627264624,111499482,2459704725,885530879,697732022,200159714,2239217390,43787955,401649631,33303068,474476424,540931610,4096473112
925,924,3819917539,839727068,12627264624,111499482,2459704725,885530879,697732022,200159714,2239217390,43787955,401649631,33303068,474476424,540931610,4096473112
925,926,3819917539,839727068,12627264624,111499482,2459704725,885530879,697732022,200159714,2239217390,43787955,401649631,33303068,474476424,540931610,4096473112
926,925,3819917539,839727068,12627264624,111499482,2459704725,885530879,697732022,200159714,2239217390,43787955,401649631,33303068,474476424,540931610,4096473112
926,927,3819917539,839727068,12627264624,111499482,2459704725,885530879,697732022,200159714,2239217390,43787955,401649631,33303068,474476424,540931610,4096473112
927,926,3819917539,839727068,12627264624,111499482,2459704725,885530879,697732022,200159714,2239217390,43787955,401649631,33303068,474476424,540931610,4096473112
927,928,3819917539,839727068,12627264624,111499482,2459704725,885530879,697732022,200159714,2239217390,43787955,401649631,33303068,474476424,540931610,4096473112
928,941,157270350,34572518,519878848,4590560,101268841,36458313,28726421,8240803,92191127,1802799,16536372,1371125,19534734,22270769,168656457
928,878,315151855,69279386,1041777951,9198960,202931214,73058304,57564473,16513630,184740509,3612605,33137004,2747578,39145380,44628083,337968316
928,927,3819917539,839727068,12627264624,111499482,2459704725,885530879,697732022,200159714,2239217390,43787955,401649631,33303068,474476424,540931610,4096473112
928,929,4168275440,916306092,13778809742,121667692,2684017833,966286988,761361789,218413307,2443423125,47781204,438278124,36340146,517746366,590261942,4470051536
929,928,4168275440,916306092,13778809742,121667692,2684017833,966286988,761361789,218413307,2443423125,47781204,438278124,36340146,517746366,590261942,4470051536
929,930,4207389309,924904439,13908106036,122809386,2709203866,975354341,768506184,220462833,2466351488,48229569,442390797,36681151,522604746,595800787,4511997183
930,929,4207389309,924904439,13908106036,122809386,2709203866,975354341,768506184,220462833,2466351488,48229569,442390797,36681151,522604746,595800787,4511997183
930,931,4168275440,916306092,13778809742,121667692,2684017833,966286988,761361789,218413307,2443423125,47781204,438278124,36340146,517746366,590261942,4470051536
931,930,4168275440,916306092,13778809742,121667692,2684017833,966286988,761361789,218413307,2443423125,47781204,438278124,36340146,517746366,590261942,4470051536
931,932,4168275440,916306092,13778809742,121667692,2684017833,966286988,761361789,218413307,2443423125,47781204,438278124,36340146,517746366,590261942,4470051536
932,931,4168275440,916306092,13778809742,121667692,2684017833,966286988,761361789,218413307,2443423125,47781204,438278124,36340146,517746366,590261942,4470051536
932,933,4168275440,916306092,13778809742,121667692,2684017833,966286988,761361789,218413307,2443423125,47781204,438278124,36340146,517746366,590261942,4470051536
933,934,4048489214,889973655,13382839842,118171255,2606885606,938518221,739482080,212136633,2373205012,46408087,425683063,35295817,502867579,573299232,4341592990
