arc_i,arc_j,capacity_00,capacity_01,capacity_02,capacity_03,capacity_05,capacity_06,capacity_07,capacity_08,capacity_09,capacity_10,capacity_11,capacity_12,capacity_13,capacity_15,capacity_18
511,537,217774617,47873086,719884053,6356618,140228486,50484374,39777906,11411163,127658439,2496364,22898163,1898617,27050039,30838669,233541131
511,510,232849754,51187032,769716999,6796645,149935603,53979083,42531475,12201085,136495412,2669171,24483255,2030046,28922540,32973432,249707683
511,512,1652968423,363369709,5464115255,48248456,1064372254,383190099,301925104,86613829,968962183,18948081,173803269,14411023,205317140,234073867,1772640543
511,529,1687600495,370982829,5578596349,49259330,1086672387,391218484,308250870,88428514,989263338,19345070,177444698,14712954,209618831,238978052,1809779919
512,511,1652968423,363369709,5464115255,48248456,1064372254,383190099,301925104,86613829,968962183,18948081,173803269,14411023,205317140,234073867,1772640543
512,513,1652968423,363369709,5464115255,48248456,1064372254,383190099,301925104,86613829,968962183,18948081,173803269,14411023,205317140,234073867,1772640543
513,512,1652968423,363369709,5464115255,48248456,1064372254,383190099,301925104,86613829,968962183,18948081,173803269,14411023,205317140,234073867,1772640543
513,514,1652968423,363369709,5464115255,48248456,1064372254,383190099,301925104,86613829,968962183,18948081,173803269,14411023,205317140,234073867,1772640543
514,513,1652968423,363369709,5464115255,48248456,1064372254,383190099,301925104,86613829,968962183,18948081,173803269,14411023,205317140,234073867,1772640543
514,515,1652968423,363369709,5464115255,48248456,1064372254,383190099,301925104,86613829,968962183,18948081,173803269,14411023,205317140,234073867,1772640543
515,514,1652968423,363369709,5464115255,48248456,1064372254,383190099,301925104,86613829,968962183,18948081,173803269,14411023,205317140,234073867,1772640543
515,516,1652968423,363369709,5464115255,48248456,1064372254,383190099,301925104,86613829,968962183,18948081,173803269,14411023,205317140,234073867,1772640543
516,515,1652968423,363369709,5464115255,48248456,1064372254,383190099,301925104,86613829,968962183,18948081,173803269,14411023,205317140,234073867,1772640543
516,517,1652968423,363369709,5464115255,48248456,1064372254,383190099,301925104,86613829,968962183,18948081,173803269,14411023,205317140,234073867,1772640543
517,516,1652968423,363369709,5464115255,48248456,1064372254,383190099,301925104,86613829,968962183,18948081,173803269,14411023,205317140,234073867,1772640543
517,518,1652968423,363369709,5464115255,48248456,1064372254,383190099,301925104,86613829,968962183,18948081,173803269,14411023,205317140,234073867,1772640543
518,517,1652968423,363369709,5464115255,48248456,1064372254,383190099,301925104,86613829,968962183,18948081,173803269,14411023,205317140,234073867,1772640543
518,519,1652968423,363369709,5464115255,48248456,1064372254,383190099,301925104,86613829,968962183,18948081,173803269,14411023,205317140,234073867,1772640543
519,518,1652968423,363369709,5464115255,48248456,1064372254,383190099,301925104,86613829,968962183,18948081,173803269,14411023,205317140,234073867,1772640543
519,520,1652968423,363369709,5464115255,48248456,1064372254,383190099,301925104,86613829,968962183,18948081,173803269,14411023,205317140,234073867,1772640543
520,519,1652968423,363369709,5464115255,48248456,1064372254,383190099,301925104,86613829,968962183,18948081,173803269,14411023,205317140,234073867,1772640543
520,521,2318515360,509675951,7664172507,67675089,1492928349,537476771,423491448,121487798,1359102614,26577287,243782969,20213440,287985504,328320764,2486371953
520,642,665546936,146306241,2200057251,19426633,428556095,154286671,121566344,34873968,390140430,7629206,69979699,5802417,82668363,94246897,713731409
521,520,2318515360,509675951,7664172507,67675089,1492928349,537476771,423491448,121487798,1359102614,26577287,243782969,20213440,287985504,328320764,2486371953
521,522,2318515360,509675951,7664172507,67675089,1492928349,537476771,423491448,121487798,1359102614,26577287,243782969,20213440,287985504,328320764,2486371953
522,521,2318515360,509675951,7664172507,67675089,1492928349,537476771,423491448,121487798,1359102614,26577287,243782969,20213440,287985504,328320764,2486371953
522,536,2318515360,509675951,7664172507,67675089,1492928349,537476771,423491448,121487798,1359102614,26577287,243782969,20213440,287985504,328320764,2486371953
523,524,1392005575,306002616,4601466544,40631217,896334189,322693856,254258594,72939647,815987010,15956647,146364030,12135878,172902640,197119390,1492784426
523,536,1105170532,242948074,3653293722,32258796,711636613,256199937,201866365,57909788,647845679,12668639,116204429,9635173,137274524,156501199,1185183010
524,523,1392005575,306002616,4601466544,40631217,896334189,322693856,254258594,72939647,815987010,15956647,146364030,12135878,172902640,197119390,1492784426
524,525,1392005575,306002616,4601466544,40631217,896334189,322693856,254258594,72939647,815987010,15956647,146364030,12135878,172902640,197119390,1492784426
525,524,1392005575,306002616,4601466544,40631217,896334189,322693856,254258594,72939647,815987010,15956647,146364030,12135878,172902640,197119390,1492784426
525,526,1392005575,306002616,4601466544,40631217,896334189,322693856,254258594,72939647,815987010,15956647,146364030,12135878,172902640,197119390,1492784426
526,525,1392005575,306002616,4601466544,40631217,896334189,322693856,254258594,72939647,815987010,15956647,146364030,12135878,172902640,197119390,1492784426
526,527,1392005575,306002616,4601466544,40631217,896334189,322693856,254258594,72939647,815987010,15956647,146364030,12135878,172902640,197119390,1492784426
527,526,1392005575,306002616,4601466544,40631217,896334189,322693856,254258594,72939647,815987010,15956647,146364030,12135878,172902640,197119390,1492784426
527,532,1392005575,306002616,4601466544,40631217,896334189,322693856,254258594,72939647,815987010,15956647,146364030,12135878,172902640,197119390,1492784426
528,532,2612480535,574297899,8635914966,76255632,1682217129,605623593,477186041,136891268,1531423594,29947029,274692276,22776307,324499262,369948641,2801619710
528,533,883117835,194134544,2919267886,25777305,568653404,204723820,161307040,46274458,517679451,10123235,92856442,7699258,109693099,125056718,947054074
528,534,1217011753,267533971,4023000312,35523327,783652926,282126898,222294869,63770152,713406468,13950682,127964103,10610235,151166453,172338832,1305121346
529,508,123045714,27048965,406744591,3591578,79231062,28524380,22475075,6447467,72128809,1410480,12937783,1072745,15283652,17424280,131954016
529,511,1687600495,370982829,5578596349,49259330,1086672387,391218484,308250870,88428514,989263338,19345070,177444698,14712954,209618831,238978052,1809779919
529,619,285816452,62830626,944805731,8342689,184041690,66257790,52206177,14976485,167544237,3276332,30052500,2491824,35501595,40473950,306509080
529,531,1728140391,379894657,5712606570,50442648,1112776661,400616417,315655738,90552763,1013027631,19809782,181707312,15066392,214654339,244718833,1853254835
530,500,1728140391,379894657,5712606570,50442648,1112776661,400616417,315655738,90552763,1013027631,19809782,181707312,15066392,214654339,244718833,1853254835
530,531,1728140391,379894657,5712606570,50442648,1112776661,400616417,315655738,90552763,1013027631,19809782,181707312,15066392,214654339,244718833,1853254835
531,529,1728140391,379894657,5712606570,50442648,1112776661,400616417,315655738,90552763,1013027631,19809782,181707312,15066392,214654339,244718833,1853254835
531,530,1728140391,379894657,5712606570,50442648,1112776661,400616417,315655738,90552763,1013027631,19809782,181707312,15066392,214654339,244718833,1853254835
532,682,5022057873,1103991876,16601105408,146588727,3233781712,1164210295,917310534,263150620,2943906303,57568166,528050062,43783650,623795681,711164528,5385646374
532,527,1392005575,306002616,4601466544,40631217,896334189,322693856,254258594,72939647,815987010,15956647,146364030,12135878,172902640,197119390,1492784426
532,528,2612480535,574297899,8635914966,76255632,1682217129,605623593,477186041,136891268,1531423594,29947029,274692276,22776307,324499262,369948641,2801619710
532,533,2959412409,650563442,9782746157,86382218,1905611996,686049122,540555335,155070138,1734793399,33923931,311170828,25800953,367592076,419077036,3173668866
532,534,126508921,27810277,418192700,3692665,81461075,29327218,23107652,6628936,74158924,1450179,13301926,1102938,15713821,17914699,135667953
533,528,883117835,194134544,2919267886,25777305,568653404,204723820,161307040,46274458,517679451,10123235,92856442,7699258,109693099,125056718,947054074
533,532,2959412409,650563442,9782746157,86382218,1905611996,686049122,540555335,155070138,1734793399,33923931,311170828,25800953,367592076,419077036,3173668866
533,535,4421700719,972016213,14616541980,129064917,2847202339,1025035877,807651514,231692528,2591979812,50686234,464924817,38549575,549224617,626149038,4741824377
534,528,1217011753,267533971,4023000312,35523327,783652926,282126898,222294869,63770152,713406468,13950682,127964103,10610235,151166453,172338832,1305121346
534,672,2127835246,467759011,7033853074,62109332,1370146438,493273427,388662523,111496358,1247326843,24391509,223733688,18551039,264300904,301318899,2281886921
534,532,126508921,27810277,418192700,3692665,81461075,29327218,23107652,6628936,74158924,1450179,13301926,1102938,15713821,17914699,135667953
535,658,4421700719,972016213,14616541980,129064917,2847202339,1025035877,807651514,231692528,2591979812,50686234,464924817,38549575,549224617,626149038,4741824377
535,533,4421700719,972016213,14616541980,129064917,2847202339,1025035877,807651514,231692528,2591979812,50686234,464924817,38549575,549224617,626149038,4741824377
536,548,1743826683,383342952,5764459772,50900515,1122877310,404252804,318520938,91374708,1022222860,19989595,183356666,15203149,216602751,246940141,1870076787
536,522,2318515360,509675951,7664172507,67675089,1492928349,537476771,423491448,121487798,1359102614,26577287,243782969,20213440,287985504,328320764,2486371953
536,523,1105170532,242948074,3653293722,32258796,711636613,256199937,201866365,57909788,647845679,12668639,116204429,9635173,137274524,156501199,1185183010
537,538,217774617,47873086,719884053,6356618,140228486,50484374,39777906,11411163,127658439,2496364,22898163,1898617,27050039,30838669,233541131
537,511,217774617,47873086,719884053,6356618,140228486,50484374,39777906,11411163,127658439,2496364,22898163,1898617,27050039,30838669,233541131
538,537,217774617,47873086,719884053,6356618,140228486,50484374,39777906,11411163,127658439,2496364,22898163,1898617,27050039,30838669,233541131
538,539,217774617,47873086,719884053,6356618,140228486,50484374,39777906,11411163,127658439,2496364,22898163,1898617,27050039,30838669,233541131
539,538,217774617,47873086,719884053,6356618,140228486,50484374,39777906,11411163,127658439,2496364,22898163,1898617,27050039,30838669,233541131
539,540,217774617,47873086,719884053,6356618,140228486,50484374,39777906,11411163,127658439,2496364,22898163,1898617,27050039,30838669,233541131
540,539,217774617,47873086,719884053,6356618,140228486,50484374,39777906,11411163,127658439,2496364,22898163,1898617,27050039,30838669,233541131
540,541,217774617,47873086,719884053,6356618,140228486,50484374,39777906,11411163,127658439,2496364,22898163,1898617,27050039,30838669,233541131
541,540,217774617,47873086,719884053,6356618,140228486,50484374,39777906,11411163,127658439,2496364,22898163,1898617,27050039,30838669,233541131
541,542,217774617,47873086,719884053,6356618,140228486,50484374,39777906,11411163,127658439,2496364,22898163,1898617,27050039,30838669,233541131
542,543,280316064,61621483,926623439,8182138,180499904,64982693,51201496,14688270,164319936,3213280,29474155,2443870,34818386,39695050,300610474
542,637,52151826,11464462,172395058,1522258,33581377,12089803,9525859,2732701,30571150,597819,5483563,454673,6477839,7385125,55927530
542,541,217774617,47873086,719884053,6356618,140228486,50484374,39777906,11411163,127658439,2496364,22898163,1898617,27050039,30838669,233541131
543,544,332467891,73085946,1099018498,9704397,214081281,77072497,60727356,17420972,194891087,3811100,34957719,2898544,41296225,47080176,356538004
543,542,280316064,61621483,926623439,8182138,180499904,64982693,51201496,14688270,164319936,3213280,29474155,2443870,34818386,39695050,300610474
544,543,332467891,73085946,1099018498,9704397,214081281,77072497,60727356,17420972,194891087,3811100,34957719,2898544,41296225,47080176,356538004
544,545,332467891,73085946,1099018498,9704397,214081281,77072497,60727356,17420972,194891087,3811100,34957719,2898544,41296225,47080176,356538004
545,544,332467891,73085946,1099018498,9704397,214081281,77072497,60727356,17420972,194891087,3811100,34957719,2898544,41296225,47080176,356538004
545,546,332467891,73085946,1099018498,9704397,214081281,77072497,60727356,17420972,194891087,3811100,34957719,2898544,41296225,47080176,356538004
546,545,332467891,73085946,1099018498,9704397,214081281,77072497,60727356,17420972,194891087,3811100,34957719,2898544,41296225,47080176,356538004
546,547,332467891,73085946,1099018498,9704397,214081281,77072497,60727356,17420972,194891087,3811100,34957719,2898544,41296225,47080176,356538004
547,650,332467891,73085946,1099018498,9704397,214081281,77072497,60727356,17420972,194891087,3811100,34957719,2898544,41296225,47080176,356538004
547,546,332467891,73085946,1099018498,9704397,214081281,77072497,60727356,17420972,194891087,3811100,34957719,2898544,41296225,47080176,356538004
548,549,1982787980,435873476,6554379317,57875551,1276748231,459648661,362168725,103896032,1162300829,22728823,208482527,17286478,246284413,280779018,2126338478
548,536,1743826683,383342952,5764459772,50900515,1122877310,404252804,318520938,91374708,1022222860,19989595,183356666,15203149,216602751,246940141,1870076787
549,650,1982787980,435873476,6554379317,57875551,1276748231,459648661,362168725,103896032,1162300829,22728823,208482527,17286478,246284413,280779018,2126338478
549,548,1982787980,435873476,6554379317,57875551,1276748231,459648661,362168725,103896032,1162300829,22728823,208482527,17286478,246284413,280779018,2126338478
550,573,594653047,130721738,1965707718,17357313,382906410,137852095,108617128,31159202,348582772,6816545,62525479,5184345,73862550,84207742,637704923
550,555,545964428,120018587,1804760769,15936142,351555045,126565130,99723845,28607969,320041736,6258424,57406059,4759864,67814880,77313034,585491330
550,551,43595667,9583573,144111494,1272512,28071932,10106320,7963023,2284367,25555571,499739,4583916,380078,5415068,6173503,46751919
551,550,43595667,9583573,144111494,1272512,28071932,10106320,7963023,2284367,25555571,499739,4583916,380078,5415068,6173503,46751919
551,556,72931069,16032333,241083714,2128783,46961457,16906834,13321319,3821512,42751843,836013,7668421,635832,9058853,10327636,78211155
552,553,555539178,122123391,1836411425,16215619,357720376,128784742,101472733,29109676,325654409,6368180,58412807,4843339,69004170,78668897,595759275
552,572,555539178,122123391,1836411425,16215619,357720376,128784742,101472733,29109676,325654409,6368180,58412807,4843339,69004170,78668897,595759275
553,552,555539178,122123391,1836411425,16215619,357720376,128784742,101472733,29109676,325654409,6368180,58412807,4843339,69004170,78668897,595759275
553,554,555539178,122123391,1836411425,16215619,357720376,128784742,101472733,29109676,325654409,6368180,58412807,4843339,69004170,78668897,595759275
554,553,555539178,122123391,1836411425,16215619,357720376,128784742,101472733,29109676,325654409,6368180,58412807,4843339,69004170,78668897,595759275
554,555,555539178,122123391,1836411425,16215619,357720376,128784742,101472733,29109676,325654409,6368180,58412807,4843339,69004170,78668897,595759275
555,550,545964428,120018587,1804760769,15936142,351555045,126565130,99723845,28607969,320041736,6258424,57406059,4759864,67814880,77313034,585491330
555,554,555539178,122123391,1836411425,16215619,357720376,128784742,101472733,29109676,325654409,6368180,58412807,4843339,69004170,78668897,595759275
556,551,72931069,16032333,241083714,2128783,46961457,16906834,13321319,3821512,42751843,836013,7668421,635832,9058853,10327636,78211155
556,557,72931069,16032333,241083714,2128783,46961457,16906834,13321319,3821512,42751843,836013,7668421,635832,9058853,10327636,78211155
557,556,72931069,16032333,241083714,2128783,46961457,16906834,13321319,3821512,42751843,836013,7668421,635832,9058853,10327636,78211155
557,558,72931069,16032333,241083714,2128783,46961457,16906834,13321319,3821512,42751843,836013,7668421,635832,9058853,10327636,78211155
558,557,72931069,16032333,241083714,2128783,46961457,16906834,13321319,3821512,42751843,836013,7668421,635832,9058853,10327636,78211155
558,559,72931069,16032333,241083714,2128783,46961457,16906834,13321319,3821512,42751843,836013,7668421,635832,9058853,10327636,78211155
559,558,72931069,16032333,241083714,2128783,46961457,16906834,13321319,3821512,42751843,836013,7668421,635832,9058853,10327636,78211155
559,560,72931069,16032333,241083714,2128783,46961457,16906834,13321319,3821512,42751843,836013,7668421,635832,9058853,10327636,78211155
560,559,72931069,16032333,241083714,2128783,46961457,16906834,13321319,3821512,42751843,836013,7668421,635832,9058853,10327636,78211155
560,561,72931069,16032333,241083714,2128783,46961457,16906834,13321319,3821512,42751843,836013,7668421,635832,9058853,10327636,78211155
561,601,468958998,103090593,1550208691,13688433,301970043,108713779,85658317,24572964,274901521,5375706,49309234,4088510,58249945,66408435,502910837
561,560,72931069,16032333,241083714,2128783,46961457,16906834,13321319,3821512,42751843,836013,7668421,635832,9058853,10327636,78211155
561,599,593227021,130408256,1960993791,17315689,381988169,137521514,108356655,31084480,347746842,6800198,62375538,5171912,73685422,84005805,636175654
562,491,342857512,75369881,1133362826,10007659,220771321,79481012,62625086,17965377,200981433,3930197,36050148,2989123,42586732,48551431,367679817
562,563,342857512,75369881,1133362826,10007659,220771321,79481012,62625086,17965377,200981433,3930197,36050148,2989123,42586732,48551431,367679817
563,562,342857512,75369881,1133362826,10007659,220771321,79481012,62625086,17965377,200981433,3930197,36050148,2989123,42586732,48551431,367679817
563,564,342857512,75369881,1133362826,10007659,220771321,79481012,62625086,17965377,200981433,3930197,36050148,2989123,42586732,48551431,367679817
564,563,342857512,75369881,1133362826,10007659,220771321,79481012,62625086,17965377,200981433,3930197,36050148,2989123,42586732,48551431,367679817
564,565,342857512,75369881,1133362826,10007659,220771321,79481012,62625086,17965377,200981433,3930197,36050148,2989123,42586732,48551431,367679817
565,564,342857512,75369881,1133362826,10007659,220771321,79481012,62625086,17965377,200981433,3930197,36050148,2989123,42586732,48551431,367679817
565,566,342857512,75369881,1133362826,10007659,220771321,79481012,62625086,17965377,200981433,3930197,36050148,2989123,42586732,48551431,367679817
566,565,342857512,75369881,1133362826,10007659,220771321,79481012,62625086,17965377,200981433,3930197,36050148,2989123,42586732,48551431,367679817
566,567,324115450,71249840,1071408352,9460598,208703014,75136239,59201730,16983313,189994926,3715355,34079492,2825725,40258759,45897402,347580860
567,566,324115450,71249840,1071408352,9460598,208703014,75136239,59201730,16983313,189994926,3715355,34079492,2825725,40258759,45897402,347580860
567,568,305373387,67129799,1009453878,8913536,196634706,70791466,55778374,16001248,179008419,3500514,32108836,2662327,37930785,43243372,327481904
568,569,305373387,67129799,1009453878,8913536,196634706,70791466,55778374,16001248,179008419,3500514,32108836,2662327,37930785,43243372,327481904
568,567,305373387,67129799,1009453878,8913536,196634706,70791466,55778374,16001248,179008419,3500514,32108836,2662327,37930785,43243372,327481904
569,570,305373387,67129799,1009453878,8913536,196634706,70791466,55778374,16001248,179008419,3500514,32108836,2662327,37930785,43243372,327481904
569,568,305373387,67129799,1009453878,8913536,196634706,70791466,55778374,16001248,179008419,3500514,32108836,2662327,37930785,43243372,327481904
570,569,305373387,67129799,1009453878,8913536,196634706,70791466,55778374,16001248,179008419,3500514,32108836,2662327,37930785,43243372,327481904
570,571,305373387,67129799,1009453878,8913536,196634706,70791466,55778374,16001248,179008419,3500514,32108836,2662327,37930785,43243372,327481904
571,572,430456282,94626595,1422932651,12564578,277177541,99788104,78625554,22555462,252331414,4934347,45260821,3752833,53467478,60956135,461620590
571,570,305373387,67129799,1009453878,8913536,196634706,70791466,55778374,16001248,179008419,3500514,32108836,2662327,37930785,43243372,327481904
572,552,555539178,122123391,1836411425,16215619,357720376,128784742,101472733,29109676,325654409,6368180,58412807,4843339,69004170,78668897,595759275
572,571,430456282,94626595,1422932651,12564578,277177541,99788104,78625554,22555462,252331414,4934347,45260821,3752833,53467478,60956135,461620590
573,574,666972962,146619722,2204771179,19468257,429474335,154617252,121826816,34948691,390976360,7645553,70129640,5814849,82845491,94448834,715260677
573,550,594653047,130721738,1965707718,17357313,382906410,137852095,108617128,31159202,348582772,6816545,62525479,5184345,73862550,84207742,637704923
574,573,666972962,146619722,2204771179,19468257,429474335,154617252,121826816,34948691,390976360,7645553,70129640,5814849,82845491,94448834,715260677
574,575,666972962,146619722,2204771179,19468257,429474335,154617252,121826816,34948691,390976360,7645553,70129640,5814849,82845491,94448834,715260677
575,574,666972962,146619722,2204771179,19468257,429474335,154617252,121826816,34948691,390976360,7645553,70129640,5814849,82845491,94448834,715260677
575,576,666972962,146619722,2204771179,19468257,429474335,154617252,121826816,34948691,390976360,7645553,70129640,5814849,82845491,94448834,715260677
576,577,666972962,146619722,2204771179,19468257,429474335,154617252,121826816,34948691,390976360,7645553,70129640,5814849,82845491,94448834,715260677
576,575,666972962,146619722,2204771179,19468257,429474335,154617252,121826816,34948691,390976360,7645553,70129640,5814849,82845491,94448834,715260677
577,576,666972962,146619722,2204771179,19468257,429474335,154617252,121826816,34948691,390976360,7645553,70129640,5814849,82845491,94448834,715260677
577,578,666972962,146619722,2204771179,19468257,429474335,154617252,121826816,34948691,390976360,7645553,70129640,5814849,82845491,94448834,715260677
578,577,666972962,146619722,2204771179,19468257,429474335,154617252,121826816,34948691,390976360,7645553,70129640,5814849,82845491,94448834,715260677
578,579,666972962,146619722,2204771179,19468257,429474335,154617252,121826816,34948691,390976360,7645553,70129640,5814849,82845491,94448834,715260677
579,578,666972962,146619722,2204771179,19468257,429474335,154617252,121826816,34948691,390976360,7645553,70129640,5814849,82845491,94448834,715260677
579,580,666972962,146619722,2204771179,19468257,429474335,154617252,121826816,34948691,390976360,7645553,70129640,5814849,82845491,94448834,715260677
580,579,666972962,146619722,2204771179,19468257,429474335,154617252,121826816,34948691,390976360,7645553,70129640,5814849,82845491,94448834,715260677
580,581,888007069,195209337,2935429923,25920017,571801658,205857239,162200089,46530648,520545496,10179281,93370526,7741884,110300396,125749074,952297280
580,595,227756802,50067455,752881544,6647987,146656172,52798438,41601216,11934220,133509948,2610790,23947751,1985645,28289938,32252228,244246010
581,580,888007069,195209337,2935429923,25920017,571801658,205857239,162200089,46530648,520545496,10179281,93370526,7741884,110300396,125749074,952297280
581,582,888007069,195209337,2935429923,25920017,571801658,205857239,162200089,46530648,520545496,10179281,93370526,7741884,110300396,125749074,952297280
582,581,888007069,195209337,2935429923,25920017,571801658,205857239,162200089,46530648,520545496,10179281,93370526,7741884,110300396,125749074,952297280
582,583,888007069,195209337,2935429923,25920017,571801658,205857239,162200089,46530648,520545496,10179281,93370526,7741884,110300396,125749074,952297280
583,582,888007069,195209337,2935429923,25920017,571801658,205857239,162200089,46530648,520545496,10179281,93370526,7741884,110300396,125749074,952297280
583,584,888007069,195209337,2935429923,25920017,571801658,205857239,162200089,46530648,520545496,10179281,93370526,7741884,110300396,125749074,952297280
584,585,888007069,195209337,2935429923,25920017,571801658,205857239,162200089,46530648,520545496,10179281,93370526,7741884,110300396,125749074,952297280
584,583,888007069,195209337,2935429923,25920017,571801658,205857239,162200089,46530648,520545496,10179281,93370526,7741884,110300396,125749074,952297280
585,584,888007069,195209337,2935429923,25920017,571801658,205857239,162200089,46530648,520545496,10179281,93370526,7741884,110300396,125749074,952297280
585,586,888007069,195209337,2935429923,25920017,571801658,205857239,162200089,46530648,520545496,10179281,93370526,7741884,110300396,125749074,952297280
586,585,888007069,195209337,2935429923,25920017,571801658,205857239,162200089,46530648,520545496,10179281,93370526,7741884,110300396,125749074,952297280
586,587,888007069,195209337,2935429923,25920017,571801658,205857239,162200089,46530648,520545496,10179281,93370526,7741884,110300396,125749074,952297280
587,586,888007069,195209337,2935429923,25920017,571801658,205857239,162200089,46530648,520545496,10179281,93370526,7741884,110300396,125749074,952297280
587,588,888007069,195209337,2935429923,25920017,571801658,205857239,162200089,46530648,520545496,10179281,93370526,7741884,110300396,125749074,952297280
588,587,888007069,195209337,2935429923,25920017,571801658,205857239,162200089,46530648,520545496,10179281,93370526,7741884,110300396,125749074,952297280
588,589,888007069,195209337,2935429923,25920017,571801658,205857239,162200089,46530648,520545496,10179281,93370526,7741884,110300396,125749074,952297280
589,588,888007069,195209337,2935429923,25920017,571801658,205857239,162200089,46530648,520545496,10179281,93370526,7741884,110300396,125749074,952297280
589,590,888007069,195209337,2935429923,25920017,571801658,205857239,162200089,46530648,520545496,10179281,93370526,7741884,110300396,125749074,952297280
590,589,888007069,195209337,2935429923,25920017,571801658,205857239,162200089,46530648,520545496,10179281,93370526,7741884,110300396,125749074,952297280
590,591,888007069,195209337,2935429923,25920017,571801658,205857239,162200089,46530648,520545496,10179281,93370526,7741884,110300396,125749074,952297280
591,590,888007069,195209337,2935429923,25920017,571801658,205857239,162200089,46530648,520545496,10179281,93370526,7741884,110300396,125749074,952297280
591,592,1137765423,250113363,3761040633,33210207,732624974,263756064,207820028,59617727,666952649,13042276,119631656,9919344,141323173,161116902,1220137717
592,591,1137765423,250113363,3761040633,33210207,732624974,263756064,207820028,59617727,666952649,13042276,119631656,9919344,141323173,161116902,1220137717
592,593,1387523778,305017388,4586651344,40500398,893448290,321654888,253439966,72704805,813359801,15905272,145892786,12096805,172345951,196484731,1487978154
593,592,1387523778,305017388,4586651344,40500398,893448290,321654888,253439966,72704805,813359801,15905272,145892786,12096805,172345951,196484731,1487978154
593,594,1387523778,305017388,4586651344,40500398,893448290,321654888,253439966,72704805,813359801,15905272,145892786,12096805,172345951,196484731,1487978154
594,353,1387523778,305017388,4586651344,40500398,893448290,321654888,253439966,72704805,813359801,15905272,145892786,12096805,172345951,196484731,1487978154
594,593,1387523778,305017388,4586651344,40500398,893448290,321654888,253439966,72704805,813359801,15905272,145892786,12096805,172345951,196484731,1487978154
595,580,227756802,50067455,752881544,6647987,146656172,52798438,41601216,11934220,133509948,2610790,23947751,1985645,28289938,32252228,244246010
595,596,387879206,85266937,1282188248,11321796,249761495,89917913,70848582,20324467,227372935,4446283,40784006,3381635,48178929,54926872,415961005
596,595,387879206,85266937,1282188248,11321796,249761495,89917913,70848582,20324467,227372935,4446283,40784006,3381635,48178929,54926872,415961005
596,597,354062006,77832949,1170400827,10334707,227986070,82078431,64671657,18552481,207549454,4058635,37228257,3086807,43978455,50138080,379695497
597,596,354062006,77832949,1170400827,10334707,227986070,82078431,64671657,18552481,207549454,4058635,37228257,3086807,43978455,50138080,379695497
597,598,83524408,18361052,276101461,2437991,53782674,19362575,15256259,4376592,48961608,957445,8782270,728188,10374664,11827740,89571434
598,597,83524408,18361052,276101461,2437991,53782674,19362575,15256259,4376592,48961608,957445,8782270,728188,10374664,11827740,89571434
599,600,1032239463,226915740,3412210007,30130013,664675155,239293102,188545046,54088276,605093835,11832626,108536007,8999341,128215670,146173562,1106971855
599,561,593227021,130408256,1960993791,17315689,381988169,137521514,108356655,31084480,347746842,6800198,62375538,5171912,73685422,84005805,636175654
600,368,1011460219,222347869,3343521351,29523488,651295075,234476071,184749586,52999465,592913142,11594432,106351150,8818182,125634656,143231051,1084688230
600,599,1032239463,226915740,3412210007,30130013,664675155,239293102,188545046,54088276,605093835,11832626,108536007,8999341,128215670,146173562,1106971855
601,441,930787864,204613779,3076847745,27168744,599348882,215774656,170014271,48772318,545623393,10669680,97868762,8114858,115614249,131807185,998175332
601,561,468958998,103090593,1550208691,13688433,301970043,108713779,85658317,24572964,274901521,5375706,49309234,4088510,58249945,66408435,502910837
602,603,326967503,71876803,1080836207,9543846,210539495,75797400,59722675,17132757,191666786,3748049,34379374,2850590,40613015,46301276,350639397
602,615,305780823,67219365,1010800714,8925429,196897061,70885918,55852795,16022597,179247256,3505184,32151677,2665879,37981393,43301069,327918838
603,602,326967503,71876803,1080836207,9543846,210539495,75797400,59722675,17132757,191666786,3748049,34379374,2850590,40613015,46301276,350639397
603,604,379526765,83430831,1254578102,11077997,244383227,87981655,69322956,19886808,222476774,4350539,39905779,3308816,47141463,53744098,407003861
604,603,379526765,83430831,1254578102,11077997,244383227,87981655,69322956,19886808,222476774,4350539,39905779,3308816,47141463,53744098,407003861
604,605,369544579,81236462,1221580610,10786627,237955542,85667591,67499647,19363752,216625265,4236112,38856190,3221789,45901564,52330539,396298982
605,604,369544579,81236462,1221580610,10786627,237955542,85667591,67499647,19363752,216625265,4236112,38856190,3221789,45901564,52330539,396298982
605,606,400509726,88043486,1323940176,11690468,257894485,92845912,73155626,20986294,234776885,4591068,42112056,3491751,49747781,56715457,429505953
606,605,400509726,88043486,1323940176,11690468,257894485,92845912,73155626,20986294,234776885,4591068,42112056,3491751,49747781,56715457,429505953
606,607,400509726,88043486,1323940176,11690468,257894485,92845912,73155626,20986294,234776885,4591068,42112056,3491751,49747781,56715457,429505953
607,606,400509726,88043486,1323940176,11690468,257894485,92845912,73155626,20986294,234776885,4591068,42112056,3491751,49747781,56715457,429505953
607,608,400509726,88043486,1323940176,11690468,257894485,92845912,73155626,20986294,234776885,4591068,42112056,3491751,49747781,56715457,429505953
608,607,400509726,88043486,1323940176,11690468,257894485,92845912,73155626,20986294,234776885,4591068,42112056,3491751,49747781,56715457,429505953
608,609,400509726,88043486,1323940176,11690468,257894485,92845912,73155626,20986294,234776885,4591068,42112056,3491751,49747781,56715457,429505953
